#Gene	Transcript	Source
SCN11A	NM_001349253.2	MANE
SCN1A	NM_001165963.4	MANE
SCN1B	NM_001037.5	MANE
SCN2A	NM_001040142.2	MANE
SCN2B	NM_004588.5	MANE
SCN3A	NM_006922.4	MANE
SCN3B	NM_001040151.2	MANE
SCN4A	NM_000334.4	MANE
SCN4B	NM_174934.4	MANE
SCN5A	NM_001099404.2	MANE
SCN7A	NM_002976.4	MANE
SCN8A	NM_014191.4	MANE
SCN9A	NM_001365536.1	MANE
SCNM1	NM_024041.4	MANE
SCNN1A	NM_001038.6	MANE
SCNN1B	NM_000336.3	MANE
SCNN1D	NM_001130413.4	MANE
SCNN1G	NM_001039.4	MANE
SCO1	NM_004589.4	MANE
SCO2	NM_005138.3	MANE
SCOC	NM_001153484.2	MANE
SCP2	NM_002979.5	MANE
SCP2D1	NM_178483.3	MANE
SCPEP1	NM_021626.3	MANE
SCRG1	NM_007281.4	MANE
SCRIB	NM_182706.5	MANE
SCRN1	NM_014766.5	MANE
SCRN2	NM_138355.4	MANE
SCRN3	NM_024583.5	MANE
SCRT1	NM_031309.6	MANE
SCRT2	NM_033129.4	MANE
SCT	NM_021920.4	MANE
SCTR	NM_002980.3	MANE
SCUBE1	NM_173050.5	MANE
SCUBE2	NM_001367977.2	MANE
SCUBE3	NM_152753.4	MANE
SCX	NM_001080514.3	MANE
SCYGR1	NM_001395402.1	MANE
SCYGR10	NR_173327	HGNC
SCYGR2	NM_001395403.1	MANE
SCYGR3	NM_001395404.1	MANE
SCYGR4	NM_001395405.1	MANE
SCYGR5	NM_001395406.1	MANE
SCYGR6	NM_001395407.1	MANE
SCYGR7	NM_001395408.1	MANE
SCYGR8	NM_001395409.1	MANE
SCYGR9	NG_075677	HGNC
SCYL1	NM_020680.4	MANE
SCYL2	NM_017988.6	MANE
SCYL3	NM_020423.7	MANE
SDAD1	NM_018115.4	MANE
SDC1	NM_002997.5	MANE
SDC2	NM_002998.4	MANE
SDC3	NM_014654.4	MANE
SDC4	NM_002999.4	MANE
SDCBP	NM_005625.4	MANE
SDCBP2	NM_080489.5	MANE
SDCCAG8	NM_006642.5	MANE
SDE2	NM_152608.4	MANE
SDF2	NM_006923.4	MANE
SDF2L1	NM_022044.3	MANE
SDF4	NM_016176.6	MANE
SDHA	NM_004168.4	MANE
SDHAF1	NM_001042631.3	MANE
SDHAF2	NM_017841.4	MANE
SDHAF3	NM_020186.3	MANE
SDHAF4	NM_145267.3	MANE
SDHB	NM_003000.3	MANE
SDHC	NM_003001.5	MANE
SDHD	NM_003002.4	MANE
SDK1	NM_152744.4	MANE
SDK2	NM_001144952.2	MANE
SDR16C5	NM_138969.4	MANE
SDR39U1	NM_020195.3	MANE
SDR42E1	NM_145168.3	MANE
SDR42E2	NM_001394319.2	MANE
SDR9C7	NM_148897.3	MANE
SDS	NM_006843.3	MANE
SDSL	NM_001304993.2	MANE
SEBOX	NM_001080837.4	MANE
SEC11A	NM_014300.4	MANE
SEC11C	NM_033280.4	MANE
SEC13	NM_183352.3	MANE
SEC14L1	NM_001143998.2	MANE
SEC14L2	NM_012429.5	MANE
SEC14L3	NM_174975.5	MANE
SEC14L4	NM_174977.4	MANE
SEC14L5	NM_014692.2	MANE
SEC14L6	NM_001193336.4	MANE
SEC16A	NM_014866.2	MANE
SEC16B	NM_033127.4	MANE
SEC22A	NM_012430.5	MANE
SEC22B	NM_004892.6	MANE
SEC22C	NM_032970.4	MANE
SEC23A	NM_006364.4	MANE
SEC23B	NM_006363.6	MANE
SEC23IP	NM_007190.4	MANE
SEC24A	NM_021982.3	MANE
SEC24B	NM_006323.5	MANE
SEC24C	NM_198597.3	MANE
SEC24D	NM_014822.4	MANE
SEC31A	NM_001077207.4	MANE
SEC31B	NM_015490.4	MANE
SEC61A1	NM_013336.4	MANE
SEC61A2	NM_018144.4	MANE
SEC61B	NM_006808.3	MANE
SEC61G	NM_014302.4	MANE
SEC62	NM_003262.4	MANE
SEC63	NM_007214.5	MANE
SECISBP2	NM_024077.5	MANE
SECISBP2L	NM_001193489.2	MANE
SECTM1	NM_003004.3	MANE
SEH1L	NM_001013437.2	MANE
SEL1L	NM_005065.6	MANE
SEL1L2	NM_025229.2	MANE
SEL1L3	NM_015187.5	MANE
SELE	NM_000450.2	MANE
SELENBP1	NM_003944.4	MANE
SELENOF	NM_004261.5	MANE
SELENOH	NM_170746.4	MANE
SELENOI	NM_033505.4	MANE
SELENOK	NM_021237.5	MANE
SELENOM	NM_080430.4	MANE
SELENON	NM_020451.3	MANE
SELENOO	NM_031454.2	MANE
SELENOP	NM_005410.4	MANE
SELENOS	NM_018445.6	MANE
SELENOT	NM_016275.5	MANE
SELENOV	NM_182704.2	MANE
SELENOW	NM_003009.4	MANE
SELL	NM_000655.5	MANE
SELP	NM_003005.4	MANE
SELPLG	NM_003006.4	MANE
SEM1	NM_006304.2	MANE
SEMA3A	NM_006080.3	MANE
SEMA3B	NM_001290060.2	MANE
SEMA3C	NM_006379.5	MANE
SEMA3D	NM_001384900.1	MANE
SEMA3E	NM_012431.3	MANE
SEMA3F	NM_004186.5	MANE
SEMA3G	NM_020163.3	MANE
SEMA4A	NM_022367.4	MANE
SEMA4B	NM_198925.4	MANE
SEMA4C	NM_017789.5	MANE
SEMA4D	NM_001371194.2	MANE
SEMA4F	NM_004263.5	MANE
SEMA4G	NM_017893.4	MANE
SEMA5A	NM_003966.3	MANE
SEMA5B	NM_001031702.4	MANE
SEMA6A	NM_020796.5	MANE
SEMA6B	NM_032108.4	MANE
SEMA6C	NM_030913.6	MANE
SEMA6D	NM_001358351.3	MANE
SEMA7A	NM_003612.5	MANE
SEMG1	NM_003007.5	MANE
SEMG2	NM_003008.3	MANE
SENP1	NM_001267594.2	MANE
SENP2	NM_021627.3	MANE
SENP3	NM_015670.6	MANE
SENP5	NM_152699.5	MANE
SENP6	NM_015571.4	MANE
SENP7	NM_020654.5	MANE
SENP8	NM_145204.4	MANE
SEPHS1	NM_012247.5	MANE
SEPHS2	NM_012248.4	MANE
SEPSECS	NM_016955.4	MANE
SEPTIN1	NM_001365977.2	MANE
SEPTIN10	NM_144710.5	MANE
SEPTIN11	NM_018243.4	MANE
SEPTIN12	NM_144605.5	MANE
SEPTIN14	NM_207366.3	MANE
SEPTIN2	NM_004404.5	MANE
SEPTIN3	NM_001363845.2	MANE
SEPTIN4	NM_001368771.2	MANE
SEPTIN5	NM_002688.6	MANE
SEPTIN6	NM_145799.4	MANE
SEPTIN7	NM_001788.6	MANE
SEPTIN8	NM_001098811.2	MANE
SEPTIN9	NM_006640.5	MANE
SERAC1	NM_032861.4	MANE
SERBP1	NM_001018069.2	MANE
SERF1A	NM_022968.2	MANE
SERF1B	NM_022978.3	MANE
SERF2	NM_001018108.4	MANE
SERGEF	NM_012139.4	MANE
SERHL2	NM_014509.5	MANE
SERINC1	NM_020755.4	MANE
SERINC2	NM_178865.5	MANE
SERINC3	NM_006811.4	MANE
SERINC4	NM_001258031.2	MANE
SERINC5	NM_001174072.3	MANE
SERP1	NM_014445.4	MANE
SERP2	NM_001010897.3	MANE
SERPINA1	NM_000295.5	MANE
SERPINA10	NM_001100607.3	MANE
SERPINA11	NM_001080451.2	MANE
SERPINA12	NM_001382267.1	MANE
SERPINA2	NM_006220	HGNC
SERPINA3	NM_001085.5	MANE
SERPINA4	NM_006215.4	MANE
SERPINA5	NM_000624.6	MANE
SERPINA6	NM_001756.4	MANE
SERPINA7	NM_000354.6	MANE
SERPINA9	NM_175739.4	MANE
SERPINB1	NM_030666.4	MANE
SERPINB10	NM_005024.3	MANE
SERPINB11	NM_001370475.1	MANE
SERPINB12	NM_001307928.2	MANE
SERPINB13	NM_012397.4	MANE
SERPINB2	NM_002575.3	MANE
SERPINB3	NM_006919.3	MANE
SERPINB4	NM_002974.4	MANE
SERPINB5	NM_002639.5	MANE
SERPINB6	NM_004568.6	MANE
SERPINB7	NM_003784.4	MANE
SERPINB8	NM_002640.4	MANE
SERPINB9	NM_004155.6	MANE
SERPINC1	NM_000488.4	MANE
SERPIND1	NM_000185.4	MANE
SERPINE1	NM_000602.5	MANE
SERPINE2	NM_001136528.2	MANE
SERPINE3	NM_001386375.1	MANE
SERPINF1	NM_002615.7	MANE
SERPINF2	NM_000934.4	MANE
SERPING1	NM_000062.3	MANE
SERPINH1	NM_001235.5	MANE
SERPINI1	NM_001122752.2	MANE
SERPINI2	NM_006217.6	MANE
SERTAD1	NM_013376.4	MANE
SERTAD2	NM_014755.3	MANE
SERTAD3	NM_203344.3	MANE
SERTAD4	NM_019605.5	MANE
SERTM1	NM_203451.3	MANE
SERTM2	NM_001354473.2	MANE
SESN1	NM_014454.3	MANE
SESN2	NM_031459.5	MANE
SESN3	NM_144665.4	MANE
SESTD1	NM_178123.5	MANE
SET	NM_003011.4	MANE
SETBP1	NM_015559.3	MANE
SETD1A	NM_014712.3	MANE
SETD1B	NM_001353345.2	MANE
SETD2	NM_014159.7	MANE
SETD3	NM_032233.3	MANE
SETD4	NM_017438.5	MANE
SETD5	NM_001080517.3	MANE
SETD6	NM_001160305.4	MANE
SETD7	NM_030648.4	MANE
SETD9	NM_153706.4	MANE
SETDB1	NM_001366418.1	MANE
SETDB2	NM_001160308.3	MANE
SETMAR	NM_006515.4	MANE
SETSIP	NM_001287737.2	MANE
SETX	NM_015046.7	MANE
SEZ6	NM_178860.5	MANE
SEZ6L	NM_021115.5	MANE
SEZ6L2	NM_001243332.2	MANE
SF1	NM_004630.4	MANE
SF3A1	NM_005877.6	MANE
SF3A2	NM_007165.5	MANE
SF3A3	NM_006802.4	MANE
SF3B1	NM_012433.4	MANE
SF3B2	NM_006842.3	MANE
SF3B3	NM_012426.5	MANE
SF3B4	NM_005850.5	MANE
SF3B5	NM_031287.3	MANE
SF3B6	NM_016047.4	MANE
SFI1	NM_001007467.3	MANE
SFMBT1	NM_016329.4	MANE
SFMBT2	NM_001387889.1	MANE
SFN	NM_006142.5	MANE
SFPQ	NM_005066.3	MANE
SFR1	NM_001002759.2	MANE
SFRP1	NM_003012.5	MANE
SFRP2	NM_003013.3	MANE
SFRP4	NM_003014.4	MANE
SFRP5	NM_003015.3	MANE
SFSWAP	NM_004592.4	MANE
SFT2D1	NM_145169.3	MANE
SFT2D2	NM_199344.3	MANE
SFT2D3	NM_032740.4	MANE
SFTA2	NM_205854.3	MANE
SFTPA1	NM_005411.5	MANE
SFTPA2	NM_001098668.4	MANE
SFTPB	NM_000542.5	MANE
SFTPC	NM_001317778.2	MANE
SFTPD	NM_003019.5	MANE
SFXN1	NM_022754.7	MANE
SFXN2	NM_178858.6	MANE
SFXN3	NM_030971.6	MANE
SFXN4	NM_213649.2	MANE
SFXN5	NM_144579.3	MANE
SGCA	NM_000023.4	MANE
SGCB	NM_000232.5	MANE
SGCD	NM_000337.6	MANE
SGCE	NM_003919.3	MANE
SGCG	NM_000231.3	MANE
SGCZ	NM_139167.4	MANE
SGF29	NM_138414.3	MANE
SGIP1	NM_032291.4	MANE
SGK1	NM_001143676.3	MANE
SGK2	NM_170693.3	MANE
SGK3	NM_001033578.3	MANE
SGMS1	NM_147156.4	MANE
SGMS2	NM_001375905.1	MANE
SGO1	NM_001199251.3	MANE
SGO2	NM_152524.6	MANE
SGPL1	NM_003901.4	MANE
SGPP1	NM_030791.4	MANE
SGPP2	NM_152386.4	MANE
SGSH	NM_000199.5	MANE
SGSM1	NM_001098497.3	MANE
SGSM2	NM_014853.3	MANE
SGSM3	NM_015705.6	MANE
SGTA	NM_003021.4	MANE
SGTB	NM_019072.3	MANE
SH2B1	NM_001387430.1	MANE
SH2B2	NM_001359228.2	MANE
SH2B3	NM_005475.3	MANE
SH2D1A	NM_002351.5	MANE
SH2D1B	NM_053282.5	MANE
SH2D2A	NM_003975.4	MANE
SH2D3A	NM_005490.3	MANE
SH2D3C	NM_170600.3	MANE
SH2D4A	NM_022071.4	MANE
SH2D4B	NM_001388272.1	MANE
SH2D5	NM_001103161.2	MANE
SH2D6	NM_001394463.1	MANE
SH2D7	NM_001101404.2	MANE
SH3BGR	NM_007341.3	MANE
SH3BGRL	NM_003022.3	MANE
SH3BGRL2	NM_031469.4	MANE
SH3BGRL3	NM_031286.4	MANE
SH3BP1	NM_018957.6	MANE
SH3BP2	NM_001122681.2	MANE
SH3BP4	NM_014521.3	MANE
SH3BP5	NM_004844.5	MANE
SH3BP5L	NM_030645.3	MANE
SH3D19	NM_001378122.1	MANE
SH3D21	NM_001162530.2	MANE
SH3GL1	NM_003025.4	MANE
SH3GL2	NM_003026.5	MANE
SH3GL3	NM_003027.5	MANE
SH3GLB1	NM_016009.5	MANE
SH3GLB2	NM_020145.4	MANE
SH3KBP1	NM_031892.3	MANE
SH3PXD2A	NM_001394015.1	MANE
SH3PXD2B	NM_001017995.3	MANE
SH3RF1	NM_020870.4	MANE
SH3RF2	NM_152550.4	MANE
SH3RF3	NM_001099289.3	MANE
SH3TC1	NM_018986.5	MANE
SH3TC2	NM_024577.4	MANE
SH3YL1	NM_015677.4	MANE
SHANK1	NM_016148.5	MANE
SHANK2	NM_012309.5	MANE
SHANK3	NM_001372044.2	refSeq
SHARPIN	NM_030974.4	MANE
SHB	NM_003028.3	MANE
SHBG	NM_001040.5	MANE
SHC1	NM_001130040.2	MANE
SHC2	NM_012435.3	MANE
SHC3	NM_016848.6	MANE
SHC4	NM_203349.4	MANE
SHCBP1	NM_024745.5	MANE
SHCBP1L	NM_030933.4	MANE
SHD	NM_020209.4	MANE
SHE	NM_001010846.3	MANE
SHF	NM_001394037.1	MANE
SHFL	NM_018381.4	MANE
SHH	NM_000193.4	MANE
SHISA2	NM_001007538.2	MANE
SHISA3	NM_001080505.3	MANE
SHISA4	NM_198149.3	MANE
SHISA5	NM_016479.6	MANE
SHISA6	NM_207386.4	MANE
SHISA7	NM_001145176.2	MANE
SHISA8	NM_001207020.3	MANE
SHISA9	NM_001145204.3	MANE
SHISAL1	NM_001099294.2	MANE
SHISAL2A	NM_001042693.3	MANE
SHISAL2B	NM_001164442.2	MANE
SHKBP1	NM_138392.4	MANE
SHLD1	NM_152504.4	MANE
SHLD2	NM_001330112.2	MANE
SHLD3	NM_001365341.2	MANE
SHMT1	NM_004169.5	MANE
SHMT2	NM_005412.6	MANE
SHOC1	NM_001378211.1	MANE
SHOC2	NM_007373.4	MANE
SHOX	NM_000451.4	MANE
SHOX2	NM_001163678.2	MANE
SHPK	NM_013276.4	MANE
SHPRH	NM_001042683.3	MANE
SHQ1	NM_018130.3	MANE
SHROOM1	NM_001172700.2	MANE
SHROOM2	NM_001649.4	MANE
SHROOM3	NM_020859.4	MANE
SHROOM4	NM_020717.5	MANE
SHTN1	NM_001127211.3	MANE
SI	NM_001041.4	MANE
SIAE	NM_170601.5	MANE
SIAH1	NM_003031.4	MANE
SIAH2	NM_005067.7	MANE
SIAH3	NM_198849.3	MANE
SIDT1	NM_017699.3	MANE
SIDT2	NM_001040455.2	MANE
SIGIRR	NM_001135054.2	MANE
SIGLEC1	NM_023068.4	MANE
SIGLEC10	NM_033130.5	MANE
SIGLEC11	NM_052884.3	MANE
SIGLEC12	NM_053003.4	MANE
SIGLEC14	NM_001098612.3	MANE
SIGLEC15	NM_213602.3	MANE
SIGLEC16	NM_001348364	HGNC
SIGLEC5	NM_003830.4	MANE
SIGLEC6	NM_001245.7	MANE
SIGLEC7	NM_014385.4	MANE
SIGLEC8	NM_014442.3	MANE
SIGLEC9	NM_014441.3	MANE
SIGLECL1	NM_001385465.1	MANE
SIGMAR1	NM_005866.4	MANE
SIK1	NM_173354.5	MANE
SIK2	NM_015191.3	MANE
SIK3	NM_001366686.3	MANE
SIKE1	NM_025073.3	MANE
SIL1	NM_022464.5	MANE
SIM1	NM_005068.3	MANE
SIM2	NM_005069.6	MANE
SIMC1	NM_001308195.2	MANE
SIN3A	NM_001145358.2	MANE
SIN3B	NM_001297595.2	MANE
SINHCAF	NM_001135812.2	MANE
SIPA1	NM_006747.4	MANE
SIPA1L1	NM_001386936.1	MANE
SIPA1L2	NM_020808.5	MANE
SIPA1L3	NM_015073.3	MANE
SIRPA	NM_001040023.2	MANE
SIRPB1	NM_006065.5	MANE
SIRPB2	NM_001122962.2	MANE
SIRPD	NM_178460.3	MANE
SIRPG	NM_018556.4	MANE
SIRT1	NM_012238.5	MANE
SIRT2	NM_012237.4	MANE
SIRT3	NM_012239.6	MANE
SIRT4	NM_012240.3	MANE
SIRT5	NM_012241.5	MANE
SIRT6	NM_016539.4	MANE
SIRT7	NM_016538.3	MANE
SIT1	NM_014450.3	MANE
SIVA1	NM_006427.4	MANE
SIX1	NM_005982.4	MANE
SIX2	NM_016932.5	MANE
SIX3	NM_005413.4	MANE
SIX4	NM_017420.5	MANE
SIX5	NM_175875.5	MANE
SIX6	NM_007374.3	MANE
SKA1	NM_145060.4	MANE
SKA2	NM_182620.4	MANE
SKA3	NM_145061.6	MANE
SKAP1	NM_003726.4	MANE
SKAP2	NM_003930.5	MANE
SKI	NM_003036.4	MANE
SKIDA1	NM_207371.4	MANE
SKIL	NM_005414.5	MANE
SKIV2L	NM_006929.5	MANE
SKOR1	NM_001365915.1	MANE
SKOR2	NM_001278063.4	MANE
SKP1	NM_170679.3	MANE
SKP2	NM_005983.4	MANE
SLA	NM_001045556.3	MANE
SLA2	NM_032214.4	MANE
SLAIN1	NM_001242868.2	MANE
SLAIN2	NM_020846.2	MANE
SLAMF1	NM_003037.5	MANE
SLAMF6	NM_001184714.2	MANE
SLAMF7	NM_021181.5	MANE
SLAMF8	NM_020125.3	MANE
SLAMF9	NM_033438.4	MANE
SLBP	NM_006527.4	MANE
SLC10A1	NM_003049.4	MANE
SLC10A2	NM_000452.3	MANE
SLC10A3	NM_019848.5	MANE
SLC10A4	NM_152679.4	MANE
SLC10A5	NM_001010893.3	MANE
SLC10A6	NM_197965.3	MANE
SLC10A7	NM_001029998.6	MANE
SLC11A1	NM_000578.4	MANE
SLC11A2	NM_000617.3	MANE
SLC12A1	NM_000338.3	MANE
SLC12A2	NM_001046.3	MANE
SLC12A3	NM_001126108.2	MANE
SLC12A4	NM_005072.5	MANE
SLC12A5	NM_020708.5	MANE
SLC12A6	NM_001365088.1	MANE
SLC12A7	NM_006598.3	MANE
SLC12A8	NM_024628.6	MANE
SLC12A9	NM_020246.4	MANE
SLC13A1	NM_022444.4	MANE
SLC13A2	NM_003984.4	MANE
SLC13A3	NM_022829.6	MANE
SLC13A4	NM_001318192.2	MANE
SLC13A5	NM_177550.5	MANE
SLC14A1	NM_015865.7	MANE
SLC14A2	NM_007163.4	MANE
SLC15A1	NM_005073.4	MANE
SLC15A2	NM_021082.4	MANE
SLC15A3	NM_016582.3	MANE
SLC15A4	NM_145648.4	MANE
SLC15A5	NM_001170798.1	MANE
SLC16A1	NM_003051.4	MANE
SLC16A10	NM_018593.5	MANE
SLC16A11	NM_001370549.1	MANE
SLC16A12	NM_213606.4	MANE
SLC16A13	NM_201566.3	MANE
SLC16A14	NM_152527.5	MANE
SLC16A2	NM_006517.5	MANE
SLC16A3	NM_004207.4	MANE
SLC16A4	NM_004696.3	MANE
SLC16A5	NM_004695.4	MANE
SLC16A6	NM_004694.5	MANE
SLC16A7	NM_001270623.2	MANE
SLC16A8	NM_013356.3	MANE
SLC16A9	NM_194298.3	MANE
SLC17A1	NM_005074.5	MANE
SLC17A2	NM_001286123.3	MANE
SLC17A3	NM_001098486.2	MANE
SLC17A4	NM_005495.3	MANE
SLC17A5	NM_012434.5	MANE
SLC17A6	NM_020346.3	MANE
SLC17A7	NM_020309.4	MANE
SLC17A8	NM_139319.3	MANE
SLC17A9	NM_022082.4	MANE
SLC18A1	NM_003053.4	MANE
SLC18A2	NM_003054.6	MANE
SLC18A3	NM_003055.3	MANE
SLC18B1	NM_052831.3	MANE
SLC19A1	NM_194255.4	MANE
SLC19A2	NM_006996.3	MANE
SLC19A3	NM_025243.4	MANE
SLC1A1	NM_004170.6	MANE
SLC1A2	NM_004171.4	MANE
SLC1A3	NM_004172.5	MANE
SLC1A4	NM_003038.5	MANE
SLC1A5	NM_005628.3	MANE
SLC1A6	NM_005071.3	MANE
SLC1A7	NM_006671.6	MANE
SLC20A1	NM_005415.5	MANE
SLC20A2	NM_001257180.2	MANE
SLC22A1	NM_003057.3	MANE
SLC22A10	NM_001039752.4	MANE
SLC22A11	NM_018484.4	MANE
SLC22A12	NM_144585.4	MANE
SLC22A13	NM_004256.4	MANE
SLC22A14	NM_001320033.2	MANE
SLC22A15	NM_018420.3	MANE
SLC22A16	NM_033125.4	MANE
SLC22A17	NM_016609.7	MANE
SLC22A18	NM_002555.6	MANE
SLC22A2	NM_003058.4	MANE
SLC22A23	NM_015482.2	MANE
SLC22A24	NM_001136506.2	MANE
SLC22A25	NM_199352.6	MANE
SLC22A3	NM_021977.4	MANE
SLC22A31	NM_001384763.1	MANE
SLC22A4	NM_003059.3	MANE
SLC22A5	NM_003060.4	MANE
SLC22A6	NM_153276.3	MANE
SLC22A7	NM_153320.2	MANE
SLC22A8	NM_004254.4	MANE
SLC22A9	NM_080866.3	MANE
SLC23A1	NM_005847.5	MANE
SLC23A2	NM_005116.6	MANE
SLC23A3	NM_001144889.2	MANE
SLC24A1	NM_004727.3	MANE
SLC24A2	NM_020344.4	MANE
SLC24A3	NM_020689.4	MANE
SLC24A4	NM_153646.4	MANE
SLC24A5	NM_205850.3	MANE
SLC25A1	NM_005984.5	MANE
SLC25A10	NM_012140.5	MANE
SLC25A11	NM_003562.5	MANE
SLC25A12	NM_003705.5	MANE
SLC25A13	NM_014251.3	MANE
SLC25A14	NM_001282195.2	MANE
SLC25A15	NM_014252.4	MANE
SLC25A16	NM_152707.4	MANE
SLC25A17	NM_006358.4	MANE
SLC25A18	NM_031481.3	MANE
SLC25A19	NM_001126121.2	MANE
SLC25A2	NM_031947.4	MANE
SLC25A20	NM_000387.6	MANE
SLC25A21	NM_030631.4	MANE
SLC25A22	NM_001191061.2	MANE
SLC25A23	NM_024103.3	MANE
SLC25A24	NM_013386.5	MANE
SLC25A25	NM_001330988.2	MANE
SLC25A26	NM_001379210.1	MANE
SLC25A27	NM_004277.5	MANE
SLC25A28	NM_031212.4	MANE
SLC25A29	NM_001039355.3	MANE
SLC25A3	NM_005888.4	MANE
SLC25A30	NM_001010875.4	MANE
SLC25A31	NM_031291.4	MANE
SLC25A32	NM_030780.5	MANE
SLC25A33	NM_032315.3	MANE
SLC25A34	NM_207348.3	MANE
SLC25A35	NM_001320870.2	MANE
SLC25A36	NM_001104647.3	MANE
SLC25A37	NM_016612.4	MANE
SLC25A38	NM_017875.4	MANE
SLC25A39	NM_001143780.3	MANE
SLC25A4	NM_001151.4	MANE
SLC25A40	NM_018843.4	MANE
SLC25A41	NM_173637.4	MANE
SLC25A42	NM_178526.5	MANE
SLC25A43	NM_145305.3	MANE
SLC25A44	NM_014655.4	MANE
SLC25A45	NM_182556.4	MANE
SLC25A46	NM_138773.4	MANE
SLC25A47	NM_207117.4	MANE
SLC25A48	NM_001349336.2	MANE
SLC25A5	NM_001152.5	MANE
SLC25A51	NM_033412.4	MANE
SLC25A52	NM_001034172.4	MANE
SLC25A53	NM_001012755.5	MANE
SLC25A6	NM_001636.4	MANE
SLC26A1	NM_022042.4	MANE
SLC26A10	NR_166678	HGNC
SLC26A11	NM_001166347.2	MANE
SLC26A2	NM_000112.4	MANE
SLC26A3	NM_000111.3	MANE
SLC26A4	NM_000441.2	MANE
SLC26A5	NM_198999.3	MANE
SLC26A6	NM_022911.3	MANE
SLC26A7	NM_052832.4	MANE
SLC26A8	NM_052961.4	MANE
SLC26A9	NM_052934.4	MANE
SLC27A1	NM_198580.3	MANE
SLC27A2	NM_003645.4	MANE
SLC27A3	NM_024330.4	MANE
SLC27A4	NM_005094.4	MANE
SLC27A5	NM_012254.3	MANE
SLC27A6	NM_001017372.3	MANE
SLC28A1	NM_004213.5	MANE
SLC28A2	NM_004212.4	MANE
SLC28A3	NM_001199633.2	MANE
SLC29A1	NM_001372327.1	MANE
SLC29A2	NM_001532.3	MANE
SLC29A3	NM_018344.6	MANE
SLC29A4	NM_153247.4	MANE
SLC2A1	NM_006516.4	MANE
SLC2A10	NM_030777.4	MANE
SLC2A11	NM_001024939.4	MANE
SLC2A12	NM_145176.3	MANE
SLC2A13	NM_052885.4	MANE
SLC2A14	NM_001286234.2	MANE
SLC2A2	NM_000340.2	MANE
SLC2A3	NM_006931.3	MANE
SLC2A4	NM_001042.3	MANE
SLC2A4RG	NM_020062.4	MANE
SLC2A5	NM_003039.3	MANE
SLC2A6	NM_017585.4	MANE
SLC2A7	NM_207420.3	MANE
SLC2A8	NM_014580.5	MANE
SLC2A9	NM_020041.3	MANE
SLC30A1	NM_021194.3	MANE
SLC30A10	NM_018713.3	MANE
SLC30A2	NM_001004434.3	MANE
SLC30A3	NM_003459.5	MANE
SLC30A4	NM_013309.6	MANE
SLC30A5	NM_022902.5	MANE
SLC30A6	NM_017964.5	MANE
SLC30A7	NM_133496.5	MANE
SLC30A8	NM_173851.3	MANE
SLC30A9	NM_006345.4	MANE
SLC31A1	NM_001859.4	MANE
SLC31A2	NM_001860.3	MANE
SLC32A1	NM_080552.3	MANE
SLC33A1	NM_004733.4	MANE
SLC34A1	NM_003052.5	MANE
SLC34A2	NM_006424.3	MANE
SLC34A3	NM_001177316.2	MANE
SLC35A1	NM_006416.5	MANE
SLC35A2	NM_005660.3	MANE
SLC35A3	NM_012243.3	MANE
SLC35A4	NM_080670.4	MANE
SLC35A5	NM_017945.5	MANE
SLC35B1	NM_005827.4	MANE
SLC35B2	NM_178148.4	MANE
SLC35B3	NM_001370476.2	MANE
SLC35B4	NM_032826.5	MANE
SLC35C1	NM_018389.5	MANE
SLC35C2	NM_015945.12	MANE
SLC35D1	NM_015139.3	MANE
SLC35D2	NM_007001.3	MANE
SLC35D3	NM_001008783.3	MANE
SLC35E1	NM_024881.5	MANE
SLC35E2A	NM_182838	HGNC
SLC35E2B	NM_001290264.2	MANE
SLC35E3	NM_018656.5	MANE
SLC35E4	NM_001001479.4	MANE
SLC35F1	NM_001029858.4	MANE
SLC35F2	NM_017515.5	MANE
SLC35F3	NM_173508.4	MANE
SLC35F4	NM_001306087.2	MANE
SLC35F5	NM_025181.5	MANE
SLC35F6	NM_017877.4	MANE
SLC35G1	NM_001134658.3	MANE
SLC35G2	NM_025246.3	MANE
SLC35G3	NM_152462.2	MANE
SLC35G4	NM_001282300.2	MANE
SLC35G5	NM_054028.2	MANE
SLC35G6	NM_001102614.2	MANE
SLC36A1	NM_078483.4	MANE
SLC36A2	NM_181776.3	MANE
SLC36A3	NM_181774.4	MANE
SLC36A4	NM_152313.4	MANE
SLC37A1	NM_001320537.2	MANE
SLC37A2	NM_001145290.2	MANE
SLC37A3	NM_207113.3	MANE
SLC37A4	NM_001164277.1	LRG
SLC38A1	NM_030674.4	MANE
SLC38A10	NM_001037984.3	MANE
SLC38A11	NM_001351537.2	MANE
SLC38A2	NM_018976.5	MANE
SLC38A3	NM_006841.6	MANE
SLC38A4	NM_018018.5	MANE
SLC38A5	NM_033518.4	MANE
SLC38A6	NM_153811.3	MANE
SLC38A7	NM_018231.3	MANE
SLC38A8	NM_001080442.3	MANE
SLC38A9	NM_173514.4	MANE
SLC39A1	NM_001271958.2	MANE
SLC39A10	NM_020342.3	MANE
SLC39A11	NM_139177.4	MANE
SLC39A12	NM_001145195.2	MANE
SLC39A13	NM_001128225.3	MANE
SLC39A14	NM_015359.6	MANE
SLC39A2	NM_014579.4	MANE
SLC39A3	NM_144564.5	MANE
SLC39A4	NM_130849.4	MANE
SLC39A5	NM_173596.3	MANE
SLC39A6	NM_012319.4	MANE
SLC39A7	NM_006979.3	MANE
